center_id,truck_id,ETA,actual_arrival,carrier_delay_min
C002,TRK220,2023-04-02 11:00:00,2023-04-02 11:16:00,16
C003,TRK103,2023-04-02 07:00:00,2023-04-02 07:21:00,21
C001,TRK112,2023-04-03 10:00:00,2023-04-03 10:34:00,34
C002,TRK975,2023-04-03 09:00:00,2023-04-03 10:37:00,97
C003,TRK926,2023-04-03 09:00:00,2023-04-03 10:49:00,109
C001,TRK343,2023-04-04 06:00:00,2023-04-04 07:36:00,96
C002,TRK775,2023-04-04 07:00:00,2023-04-04 09:00:00,120
C003,TRK519,2023-04-04 09:00:00,2023-04-04 10:26:00,86
C001,TRK715,2023-04-05 09:00:00,2023-04-05 08:50:00,-10
C002,TRK350,2023-04-05 10:00:00,2023-04-05 09:31:00,-29
C003,TRK734,2023-04-05 10:00:00,2023-04-05 10:41:00,41
C001,TRK939,2023-04-06 11:00:00,2023-04-06 12:52:00,112
C002,TRK150,2023-04-06 12:00:00,2023-04-06 12:23:00,23
C003,TRK156,2023-04-06 07:00:00,2023-04-06 07:07:00,7
C001,TRK137,2023-04-07 11:00:00,2023-04-07 11:59:00,59
C002,TRK783,2023-04-07 07:00:00,2023-04-07 06:38:00,-22
C003,TRK439,2023-04-07 10:00:00,2023-04-07 10:46:00,46
C001,TRK211,2023-04-08 06:00:00,2023-04-08 05:42:00,-18
C002,TRK265,2023-04-08 09:00:00,2023-04-08 09:15:00,15
C003,TRK725,2023-04-08 11:00:00,2023-04-08 11:42:00,42
C001,TRK906,2023-04-09 11:00:00,2023-04-09 12:56:00,116
C002,TRK566,2023-04-09 10:00:00,2023-04-09 10:15:00,15
C003,TRK468,2023-04-09 11:00:00,2023-04-09 12:58:00,118
C001,TRK886,2023-04-10 06:00:00,2023-04-10 05:53:00,-7
C002,TRK477,2023-04-10 08:00:00,2023-04-10 08:52:00,52
C003,TRK876,2023-04-10 09:00:00,2023-04-10 08:47:00,-13
C001,TRK166,2023-04-11 09:00:00,2023-04-11 10:50:00,110
C002,TRK237,2023-04-11 08:00:00,2023-04-11 09:30:00,90
C003,TRK437,2023-04-11 06:00:00,2023-04-11 06:40:00,40
C001,TRK637,2023-04-12 10:00:00,2023-04-12 11:15:00,75
C002,TRK726,2023-04-12 07:00:00,2023-04-12 07:23:00,23
C003,TRK685,2023-04-12 06:00:00,2023-04-12 05:57:00,-3
C001,TRK189,2023-04-13 11:00:00,2023-04-13 12:45:00,105
C002,TRK537,2023-04-13 09:00:00,2023-04-13 09:43:00,43
C003,TRK365,2023-04-13 10:00:00,2023-04-13 10:51:00,51
C001,TRK738,2023-04-14 10:00:00,2023-04-14 11:57:00,117
C002,TRK729,2023-04-14 08:00:00,2023-04-14 08:03:00,3
C003,TRK632,2023-04-14 10:00:00,2023-04-14 11:37:00,97
C001,TRK604,2023-04-15 11:00:00,2023-04-15 12:37:00,97
C002,TRK724,2023-04-15 12:00:00,2023-04-15 12:16:00,16
C003,TRK298,2023-04-15 07:00:00,2023-04-15 07:44:00,44
C001,TRK124,2023-04-16 06:00:00,2023-04-16 06:00:00,0
C002,TRK855,2023-04-16 09:00:00,2023-04-16 09:00:00,0
C003,TRK918,2023-04-16 12:00:00,2023-04-16 12:23:00,23
C001,TRK523,2023-04-17 10:00:00,2023-04-17 11:16:00,76
C002,TRK458,2023-04-17 06:00:00,2023-04-17 06:55:00,55
C003,TRK111,2023-04-17 10:00:00,2023-04-17 10:24:00,24
C001,TRK806,2023-04-18 11:00:00,2023-04-18 11:21:00,21
C002,TRK909,2023-04-18 08:00:00,2023-04-18 08:35:00,35
C003,TRK407,2023-04-18 06:00:00,2023-04-18 06:48:00,48
C001,TRK431,2023-04-19 10:00:00,2023-04-19 11:50:00,110
C002,TRK216,2023-04-19 12:00:00,2023-04-19 11:31:00,-29
C003,TRK449,2023-04-19 11:00:00,2023-04-19 11:55:00,55
C001,TRK730,2023-04-20 09:00:00,2023-04-20 10:55:00,115
C002,TRK298,2023-04-20 06:00:00,2023-04-20 06:14:00,14
C003,TRK788,2023-04-20 08:00:00,2023-04-20 08:56:00,56
C001,TRK916,2023-04-21 09:00:00,2023-04-21 10:31:00,91
C002,TRK593,2023-04-21 06:00:00,2023-04-21 06:04:00,4
C003,TRK985,2023-04-21 07:00:00,2023-04-21 08:27:00,87
C001,TRK573,2023-04-22 10:00:00,2023-04-22 10:55:00,55
C002,TRK860,2023-04-22 12:00:00,2023-04-22 13:15:00,75
C003,TRK406,2023-04-22 06:00:00,2023-04-22 07:43:00,103
C001,TRK668,2023-04-23 10:00:00,2023-04-23 10:50:00,50
C002,TRK313,2023-04-23 10:00:00,2023-04-23 09:34:00,-26
C003,TRK918,2023-04-23 10:00:00,2023-04-23 10:54:00,54
C001,TRK167,2023-04-24 12:00:00,2023-04-24 13:00:00,60
C002,TRK960,2023-04-24 07:00:00,2023-04-24 07:41:00,41
C003,TRK484,2023-04-24 06:00:00,2023-04-24 06:56:00,56
C001,TRK962,2023-04-25 11:00:00,2023-04-25 12:46:00,106
C002,TRK720,2023-04-25 07:00:00,2023-04-25 08:56:00,116
C003,TRK709,2023-04-25 09:00:00,2023-04-25 09:17:00,17
C001,TRK822,2023-04-26 06:00:00,2023-04-26 06:48:00,48
C002,TRK826,2023-04-26 12:00:00,2023-04-26 12:50:00,50
C003,TRK523,2023-04-26 06:00:00,2023-04-26 06:39:00,39
C001,TRK998,2023-04-27 06:00:00,2023-04-27 07:37:00,97
C002,TRK562,2023-04-27 07:00:00,2023-04-27 08:05:00,65
C003,TRK321,2023-04-27 12:00:00,2023-04-27 12:47:00,47
C001,TRK279,2023-04-28 10:00:00,2023-04-28 10:47:00,47
C002,TRK903,2023-04-28 06:00:00,2023-04-28 07:05:00,65
C003,TRK194,2023-04-28 06:00:00,2023-04-28 06:21:00,21
C001,TRK125,2023-04-29 09:00:00,2023-04-29 10:39:00,99
C002,TRK612,2023-04-29 12:00:00,2023-04-29 13:33:00,93
C003,TRK448,2023-04-29 07:00:00,2023-04-29 07:18:00,18
C001,TRK417,2023-04-30 09:00:00,2023-04-30 10:44:00,104
C002,TRK246,2023-04-30 12:00:00,2023-04-30 12:53:00,53
C003,TRK941,2023-04-30 12:00:00,2023-04-30 11:55:00,-5
C001,TRK310,2023-05-01 10:00:00,2023-05-01 10:03:00,3
C002,TRK570,2023-05-01 11:00:00,2023-05-01 10:39:00,-21
C003,TRK218,2023-05-01 09:00:00,2023-05-01 10:43:00,103
C001,TRK145,2023-05-02 06:00:00,2023-05-02 06:49:00,49
C002,TRK441,2023-05-02 11:00:00,2023-05-02 10:52:00,-8
C003,TRK205,2023-05-02 09:00:00,2023-05-02 08:41:00,-19
C001,TRK123,2023-05-03 10:00:00,2023-05-03 10:49:00,49
C002,TRK754,2023-05-03 10:00:00,2023-05-03 10:49:00,49
C003,TRK305,2023-05-03 07:00:00,2023-05-03 07:52:00,52
C001,TRK383,2023-05-04 07:00:00,2023-05-04 07:43:00,43
C002,TRK891,2023-05-04 10:00:00,2023-05-04 10:51:00,51
C003,TRK379,2023-05-04 09:00:00,2023-05-04 09:00:00,0
C001,TRK380,2023-05-05 07:00:00,2023-05-05 07:10:00,10
C002,TRK737,2023-05-05 06:00:00,2023-05-05 05:33:00,-27
C003,TRK204,2023-05-05 10:00:00,2023-05-05 11:41:00,101
C001,TRK458,2023-05-06 07:00:00,2023-05-06 08:48:00,108
C002,TRK377,2023-05-06 10:00:00,2023-05-06 10:51:00,51
C003,TRK687,2023-05-06 07:00:00,2023-05-06 07:42:00,42
C001,TRK172,2023-05-07 07:00:00,2023-05-07 07:13:00,13
C002,TRK653,2023-05-07 08:00:00,2023-05-07 08:56:00,56
C003,TRK233,2023-05-07 09:00:00,2023-05-07 08:42:00,-18
C001,TRK791,2023-05-08 06:00:00,2023-05-08 07:30:00,90
C002,TRK492,2023-05-08 06:00:00,2023-05-08 05:57:00,-3
C003,TRK536,2023-05-08 06:00:00,2023-05-08 05:52:00,-8
C001,TRK821,2023-05-09 09:00:00,2023-05-09 09:15:00,15
C002,TRK731,2023-05-09 10:00:00,2023-05-09 11:24:00,84
C003,TRK440,2023-05-09 08:00:00,2023-05-09 08:49:00,49
C001,TRK830,2023-05-10 12:00:00,2023-05-10 12:20:00,20
C002,TRK180,2023-05-10 12:00:00,2023-05-10 13:46:00,106
C003,TRK681,2023-05-10 12:00:00,2023-05-10 13:29:00,89
C001,TRK932,2023-05-11 07:00:00,2023-05-11 06:53:00,-7
C002,TRK199,2023-05-11 12:00:00,2023-05-11 13:29:00,89
C003,TRK800,2023-05-11 09:00:00,2023-05-11 09:49:00,49
C001,TRK581,2023-05-12 11:00:00,2023-05-12 12:29:00,89
C002,TRK247,2023-05-12 07:00:00,2023-05-12 07:27:00,27
C003,TRK472,2023-05-12 12:00:00,2023-05-12 12:36:00,36
C001,TRK816,2023-05-13 09:00:00,2023-05-13 09:16:00,16
C002,TRK907,2023-05-13 11:00:00,2023-05-13 11:54:00,54
C003,TRK564,2023-05-13 12:00:00,2023-05-13 12:53:00,53
C001,TRK166,2023-05-14 09:00:00,2023-05-14 08:37:00,-23
C002,TRK459,2023-05-14 09:00:00,2023-05-14 08:58:00,-2
C003,TRK966,2023-05-14 09:00:00,2023-05-14 10:28:00,88
C001,TRK886,2023-05-15 07:00:00,2023-05-15 07:42:00,42
C002,TRK230,2023-05-15 08:00:00,2023-05-15 09:57:00,117
C003,TRK515,2023-05-15 10:00:00,2023-05-15 09:56:00,-4
C001,TRK433,2023-05-16 12:00:00,2023-05-16 11:57:00,-3
C002,TRK911,2023-05-16 10:00:00,2023-05-16 09:48:00,-12
C003,TRK572,2023-05-16 08:00:00,2023-05-16 09:46:00,106
C001,TRK344,2023-05-17 09:00:00,2023-05-17 10:15:00,75
C002,TRK661,2023-05-17 10:00:00,2023-05-17 10:32:00,32
C003,TRK493,2023-05-17 07:00:00,2023-05-17 08:33:00,93
C001,TRK313,2023-05-18 06:00:00,2023-05-18 06:57:00,57
C002,TRK903,2023-05-18 12:00:00,2023-05-18 13:20:00,80
C003,TRK906,2023-05-18 09:00:00,2023-05-18 10:55:00,115
C001,TRK810,2023-05-19 08:00:00,2023-05-19 09:49:00,109
C002,TRK778,2023-05-19 07:00:00,2023-05-19 07:14:00,14
C003,TRK857,2023-05-19 11:00:00,2023-05-19 10:49:00,-11
C001,TRK956,2023-05-20 11:00:00,2023-05-20 12:56:00,116
C002,TRK706,2023-05-20 09:00:00,2023-05-20 08:59:00,-1
C003,TRK433,2023-05-20 10:00:00,2023-05-20 11:28:00,88
C001,TRK941,2023-05-21 10:00:00,2023-05-21 09:54:00,-6
C002,TRK415,2023-05-21 09:00:00,2023-05-21 09:15:00,15
C003,TRK712,2023-05-21 09:00:00,2023-05-21 08:47:00,-13
C001,TRK435,2023-05-22 06:00:00,2023-05-22 07:07:00,67
C002,TRK192,2023-05-22 09:00:00,2023-05-22 08:45:00,-15
C003,TRK694,2023-05-22 07:00:00,2023-05-22 07:05:00,5
C001,TRK875,2023-05-23 12:00:00,2023-05-23 11:30:00,-30
C002,TRK563,2023-05-23 07:00:00,2023-05-23 07:08:00,8
C003,TRK499,2023-05-23 10:00:00,2023-05-23 10:44:00,44
C001,TRK557,2023-05-24 10:00:00,2023-05-24 11:57:00,117
C002,TRK797,2023-05-24 07:00:00,2023-05-24 07:22:00,22
C003,TRK683,2023-05-24 08:00:00,2023-05-24 08:46:00,46
C001,TRK545,2023-05-25 12:00:00,2023-05-25 12:47:00,47
C002,TRK191,2023-05-25 11:00:00,2023-05-25 11:58:00,58
C003,TRK726,2023-05-25 10:00:00,2023-05-25 09:32:00,-28
C001,TRK967,2023-05-26 10:00:00,2023-05-26 11:13:00,73
C002,TRK163,2023-05-26 07:00:00,2023-05-26 07:45:00,45
C003,TRK154,2023-05-26 08:00:00,2023-05-26 09:50:00,110
C001,TRK940,2023-05-27 06:00:00,2023-05-27 07:53:00,113
C002,TRK981,2023-05-27 08:00:00,2023-05-27 07:58:00,-2
C003,TRK340,2023-05-27 08:00:00,2023-05-27 07:37:00,-23
C001,TRK740,2023-05-28 09:00:00,2023-05-28 10:10:00,70
C002,TRK515,2023-05-28 08:00:00,2023-05-28 09:07:00,67
C003,TRK658,2023-05-28 09:00:00,2023-05-28 10:21:00,81
C001,TRK586,2023-05-29 07:00:00,2023-05-29 07:14:00,14
C002,TRK668,2023-05-29 07:00:00,2023-05-29 07:18:00,18
C003,TRK960,2023-05-29 09:00:00,2023-05-29 10:02:00,62
C001,TRK395,2023-05-30 09:00:00,2023-05-30 09:09:00,9
C002,TRK237,2023-05-30 12:00:00,2023-05-30 12:02:00,2
C003,TRK763,2023-05-30 06:00:00,2023-05-30 05:48:00,-12
C001,TRK838,2023-05-31 06:00:00,2023-05-31 06:06:00,6
C002,TRK239,2023-05-31 09:00:00,2023-05-31 10:21:00,81
C003,TRK757,2023-05-31 06:00:00,2023-05-31 06:05:00,5
C001,TRK980,2023-06-01 12:00:00,2023-06-01 13:16:00,76
C002,TRK738,2023-06-01 09:00:00,2023-06-01 10:18:00,78
C003,TRK621,2023-06-01 07:00:00,2023-06-01 08:26:00,86
C001,TRK939,2023-06-02 09:00:00,2023-06-02 10:51:00,111
C002,TRK463,2023-06-02 09:00:00,2023-06-02 10:08:00,68
C003,TRK534,2023-06-02 07:00:00,2023-06-02 07:17:00,17
C001,TRK691,2023-06-03 10:00:00,2023-06-03 09:31:00,-29
C002,TRK829,2023-06-03 09:00:00,2023-06-03 09:30:00,30
C003,TRK520,2023-06-03 10:00:00,2023-06-03 10:38:00,38
C001,TRK475,2023-06-04 10:00:00,2023-06-04 11:57:00,117
C002,TRK681,2023-06-04 06:00:00,2023-06-04 05:39:00,-21
C003,TRK215,2023-06-04 09:00:00,2023-06-04 10:04:00,64
C001,TRK807,2023-06-05 10:00:00,2023-06-05 11:33:00,93
C002,TRK847,2023-06-05 06:00:00,2023-06-05 06:06:00,6
C003,TRK979,2023-06-05 11:00:00,2023-06-05 12:44:00,104
C001,TRK576,2023-06-06 12:00:00,2023-06-06 12:41:00,41
C002,TRK635,2023-06-06 10:00:00,2023-06-06 09:50:00,-10
C003,TRK351,2023-06-06 10:00:00,2023-06-06 09:52:00,-8
C001,TRK800,2023-06-07 09:00:00,2023-06-07 08:49:00,-11
C002,TRK917,2023-06-07 11:00:00,2023-06-07 12:48:00,108
C003,TRK727,2023-06-07 10:00:00,2023-06-07 10:49:00,49
C001,TRK647,2023-06-08 06:00:00,2023-06-08 06:57:00,57
C002,TRK580,2023-06-08 12:00:00,2023-06-08 11:32:00,-28
C003,TRK580,2023-06-08 09:00:00,2023-06-08 10:41:00,101
C001,TRK531,2023-06-09 10:00:00,2023-06-09 10:54:00,54
C002,TRK396,2023-06-09 08:00:00,2023-06-09 08:45:00,45
C003,TRK811,2023-06-09 07:00:00,2023-06-09 06:39:00,-21
C001,TRK844,2023-06-10 10:00:00,2023-06-10 10:47:00,47
C002,TRK366,2023-06-10 12:00:00,2023-06-10 13:54:00,114
C003,TRK692,2023-06-10 06:00:00,2023-06-10 07:31:00,91
C001,TRK152,2023-06-11 07:00:00,2023-06-11 08:56:00,116
C002,TRK928,2023-06-11 11:00:00,2023-06-11 11:44:00,44
C003,TRK393,2023-06-11 11:00:00,2023-06-11 10:36:00,-24
C001,TRK229,2023-06-12 09:00:00,2023-06-12 08:51:00,-9
C002,TRK971,2023-06-12 10:00:00,2023-06-12 09:49:00,-11
C003,TRK358,2023-06-12 12:00:00,2023-06-12 12:41:00,41
C001,TRK381,2023-06-13 07:00:00,2023-06-13 07:41:00,41
C002,TRK114,2023-06-13 12:00:00,2023-06-13 12:35:00,35
C003,TRK718,2023-06-13 11:00:00,2023-06-13 10:58:00,-2
C001,TRK774,2023-06-14 07:00:00,2023-06-14 07:08:00,8
C002,TRK927,2023-06-14 09:00:00,2023-06-14 10:04:00,64
C003,TRK901,2023-06-14 07:00:00,2023-06-14 07:36:00,36
C001,TRK596,2023-06-15 11:00:00,2023-06-15 11:30:00,30
C002,TRK982,2023-06-15 07:00:00,2023-06-15 08:45:00,105
C003,TRK186,2023-06-15 06:00:00,2023-06-15 06:57:00,57
C001,TRK957,2023-06-16 07:00:00,2023-06-16 07:09:00,9
C002,TRK888,2023-06-16 09:00:00,2023-06-16 10:15:00,75
C003,TRK776,2023-06-16 09:00:00,2023-06-16 09:30:00,30
C001,TRK315,2023-06-17 09:00:00,2023-06-17 09:12:00,12
C002,TRK155,2023-06-17 10:00:00,2023-06-17 10:58:00,58
C003,TRK873,2023-06-17 11:00:00,2023-06-17 11:37:00,37
C001,TRK153,2023-06-18 12:00:00,2023-06-18 11:59:00,-1
C002,TRK508,2023-06-18 07:00:00,2023-06-18 08:28:00,88
C003,TRK587,2023-06-18 09:00:00,2023-06-18 09:47:00,47
C001,TRK339,2023-06-19 11:00:00,2023-06-19 12:46:00,106
C002,TRK585,2023-06-19 09:00:00,2023-06-19 10:09:00,69
C003,TRK643,2023-06-19 08:00:00,2023-06-19 08:07:00,7
C001,TRK112,2023-06-20 12:00:00,2023-06-20 13:21:00,81
C002,TRK491,2023-06-20 08:00:00,2023-06-20 09:24:00,84
C003,TRK642,2023-06-20 11:00:00,2023-06-20 11:50:00,50
C001,TRK199,2023-06-21 11:00:00,2023-06-21 10:40:00,-20
C002,TRK964,2023-06-21 10:00:00,2023-06-21 11:00:00,60
C003,TRK443,2023-06-21 09:00:00,2023-06-21 09:39:00,39
C001,TRK921,2023-06-22 08:00:00,2023-06-22 08:38:00,38
C002,TRK770,2023-06-22 06:00:00,2023-06-22 06:35:00,35
C003,TRK572,2023-06-22 10:00:00,2023-06-22 11:10:00,70
C001,TRK851,2023-06-23 12:00:00,2023-06-23 12:31:00,31
C002,TRK888,2023-06-23 11:00:00,2023-06-23 13:00:00,120
C003,TRK445,2023-06-23 07:00:00,2023-06-23 08:43:00,103
C001,TRK420,2023-06-24 11:00:00,2023-06-24 11:16:00,16
C002,TRK788,2023-06-24 10:00:00,2023-06-24 09:32:00,-28
C003,TRK112,2023-06-24 06:00:00,2023-06-24 05:47:00,-13
C001,TRK637,2023-06-25 09:00:00,2023-06-25 08:55:00,-5
C002,TRK459,2023-06-25 06:00:00,2023-06-25 07:24:00,84
C003,TRK357,2023-06-25 07:00:00,2023-06-25 07:42:00,42
C001,TRK124,2023-06-26 07:00:00,2023-06-26 06:38:00,-22
C002,TRK158,2023-06-26 10:00:00,2023-06-26 09:53:00,-7
C003,TRK713,2023-06-26 10:00:00,2023-06-26 10:25:00,25
C001,TRK825,2023-06-27 11:00:00,2023-06-27 11:01:00,1
C002,TRK976,2023-06-27 06:00:00,2023-06-27 05:52:00,-8
C003,TRK484,2023-06-27 10:00:00,2023-06-27 10:03:00,3
C001,TRK922,2023-06-28 11:00:00,2023-06-28 12:54:00,114
C002,TRK812,2023-06-28 07:00:00,2023-06-28 06:58:00,-2
C003,TRK401,2023-06-28 07:00:00,2023-06-28 07:34:00,34
C001,TRK754,2023-06-29 09:00:00,2023-06-29 08:49:00,-11
C002,TRK887,2023-06-29 09:00:00,2023-06-29 09:40:00,40
C003,TRK363,2023-06-29 09:00:00,2023-06-29 09:52:00,52
C001,TRK383,2023-06-30 07:00:00,2023-06-30 06:48:00,-12
C002,TRK491,2023-06-30 12:00:00,2023-06-30 11:45:00,-15
C003,TRK161,2023-06-30 09:00:00,2023-06-30 09:55:00,55
C001,TRK282,2023-07-01 08:00:00,2023-07-01 08:37:00,37
C002,TRK603,2023-07-01 09:00:00,2023-07-01 08:47:00,-13
C003,TRK282,2023-07-01 07:00:00,2023-07-01 08:10:00,70
C001,TRK211,2023-07-02 11:00:00,2023-07-02 12:35:00,95
C002,TRK887,2023-07-02 07:00:00,2023-07-02 08:48:00,108
C003,TRK728,2023-07-02 09:00:00,2023-07-02 09:25:00,25
C001,TRK552,2023-07-03 11:00:00,2023-07-03 10:57:00,-3
C002,TRK205,2023-07-03 11:00:00,2023-07-03 11:36:00,36
C003,TRK172,2023-07-03 06:00:00,2023-07-03 05:48:00,-12
C001,TRK895,2023-07-04 10:00:00,2023-07-04 10:34:00,34
C002,TRK609,2023-07-04 09:00:00,2023-07-04 08:34:00,-26
C003,TRK138,2023-07-04 07:00:00,2023-07-04 06:30:00,-30
C001,TRK372,2023-07-05 11:00:00,2023-07-05 12:09:00,69
C002,TRK500,2023-07-05 07:00:00,2023-07-05 07:54:00,54
C003,TRK627,2023-07-05 10:00:00,2023-07-05 09:30:00,-30
C001,TRK589,2023-07-06 11:00:00,2023-07-06 12:35:00,95
C002,TRK964,2023-07-06 09:00:00,2023-07-06 10:13:00,73
C003,TRK653,2023-07-06 11:00:00,2023-07-06 10:47:00,-13
C001,TRK493,2023-07-07 07:00:00,2023-07-07 06:30:00,-30
C002,TRK224,2023-07-07 11:00:00,2023-07-07 12:33:00,93
C003,TRK467,2023-07-07 10:00:00,2023-07-07 11:47:00,107
C001,TRK510,2023-07-08 08:00:00,2023-07-08 08:47:00,47
C002,TRK474,2023-07-08 06:00:00,2023-07-08 05:53:00,-7
C003,TRK182,2023-07-08 10:00:00,2023-07-08 10:57:00,57
C001,TRK878,2023-07-09 12:00:00,2023-07-09 13:27:00,87
C002,TRK763,2023-07-09 12:00:00,2023-07-09 12:44:00,44
C003,TRK667,2023-07-09 07:00:00,2023-07-09 07:15:00,15
C001,TRK776,2023-07-10 06:00:00,2023-07-10 07:08:00,68
C002,TRK812,2023-07-10 07:00:00,2023-07-10 07:46:00,46
C003,TRK745,2023-07-10 09:00:00,2023-07-10 08:57:00,-3
C001,TRK598,2023-07-11 11:00:00,2023-07-11 12:01:00,61
C002,TRK852,2023-07-11 06:00:00,2023-07-11 07:22:00,82
C003,TRK136,2023-07-11 07:00:00,2023-07-11 07:05:00,5
C001,TRK837,2023-07-12 07:00:00,2023-07-12 06:36:00,-24
C002,TRK600,2023-07-12 10:00:00,2023-07-12 10:31:00,31
C003,TRK911,2023-07-12 09:00:00,2023-07-12 08:46:00,-14
C001,TRK611,2023-07-13 10:00:00,2023-07-13 10:48:00,48
C002,TRK116,2023-07-13 10:00:00,2023-07-13 11:25:00,85
C003,TRK157,2023-07-13 06:00:00,2023-07-13 06:56:00,56
C001,TRK515,2023-07-14 08:00:00,2023-07-14 07:40:00,-20
C002,TRK926,2023-07-14 06:00:00,2023-07-14 06:24:00,24
C003,TRK569,2023-07-14 11:00:00,2023-07-14 12:43:00,103
C001,TRK252,2023-07-15 11:00:00,2023-07-15 12:47:00,107
C002,TRK338,2023-07-15 11:00:00,2023-07-15 12:58:00,118
C003,TRK853,2023-07-15 06:00:00,2023-07-15 05:39:00,-21
C001,TRK769,2023-07-16 07:00:00,2023-07-16 08:35:00,95
C002,TRK733,2023-07-16 06:00:00,2023-07-16 07:30:00,90
C003,TRK818,2023-07-16 06:00:00,2023-07-16 06:32:00,32
C001,TRK114,2023-07-17 11:00:00,2023-07-17 11:03:00,3
C002,TRK414,2023-07-17 07:00:00,2023-07-17 06:42:00,-18
C003,TRK567,2023-07-17 12:00:00,2023-07-17 11:54:00,-6
C001,TRK955,2023-07-18 10:00:00,2023-07-18 10:13:00,13
C002,TRK937,2023-07-18 10:00:00,2023-07-18 09:46:00,-14
C003,TRK216,2023-07-18 12:00:00,2023-07-18 11:57:00,-3
C001,TRK164,2023-07-19 09:00:00,2023-07-19 09:26:00,26
C002,TRK536,2023-07-19 12:00:00,2023-07-19 12:21:00,21
C003,TRK432,2023-07-19 08:00:00,2023-07-19 09:12:00,72
C001,TRK658,2023-07-20 06:00:00,2023-07-20 07:57:00,117
C002,TRK956,2023-07-20 07:00:00,2023-07-20 07:52:00,52
C003,TRK882,2023-07-20 12:00:00,2023-07-20 12:24:00,24
C001,TRK443,2023-07-21 06:00:00,2023-07-21 06:14:00,14
C002,TRK380,2023-07-21 06:00:00,2023-07-21 06:00:00,0
C003,TRK272,2023-07-21 07:00:00,2023-07-21 08:16:00,76
C001,TRK666,2023-07-22 11:00:00,2023-07-22 12:04:00,64
C002,TRK349,2023-07-22 07:00:00,2023-07-22 08:22:00,82
C003,TRK236,2023-07-22 10:00:00,2023-07-22 09:40:00,-20
C001,TRK896,2023-07-23 06:00:00,2023-07-23 07:06:00,66
C002,TRK598,2023-07-23 07:00:00,2023-07-23 06:34:00,-26
C003,TRK107,2023-07-23 06:00:00,2023-07-23 05:31:00,-29
C001,TRK823,2023-07-24 07:00:00,2023-07-24 06:52:00,-8
C002,TRK526,2023-07-24 11:00:00,2023-07-24 11:42:00,42
C003,TRK808,2023-07-24 11:00:00,2023-07-24 12:31:00,91
C001,TRK246,2023-07-25 07:00:00,2023-07-25 07:22:00,22
C002,TRK635,2023-07-25 11:00:00,2023-07-25 11:39:00,39
C003,TRK344,2023-07-25 09:00:00,2023-07-25 10:15:00,75
C001,TRK710,2023-07-26 07:00:00,2023-07-26 06:39:00,-21
C002,TRK726,2023-07-26 07:00:00,2023-07-26 08:37:00,97
C003,TRK456,2023-07-26 06:00:00,2023-07-26 06:47:00,47
C001,TRK671,2023-07-27 09:00:00,2023-07-27 08:31:00,-29
C002,TRK220,2023-07-27 07:00:00,2023-07-27 07:19:00,19
C003,TRK733,2023-07-27 10:00:00,2023-07-27 09:54:00,-6
C001,TRK619,2023-07-28 08:00:00,2023-07-28 09:48:00,108
C002,TRK888,2023-07-28 07:00:00,2023-07-28 08:28:00,88
C003,TRK383,2023-07-28 11:00:00,2023-07-28 11:23:00,23
C001,TRK215,2023-07-29 06:00:00,2023-07-29 06:19:00,19
C002,TRK801,2023-07-29 12:00:00,2023-07-29 12:08:00,8
C003,TRK609,2023-07-29 12:00:00,2023-07-29 13:31:00,91
C001,TRK786,2023-07-30 07:00:00,2023-07-30 07:10:00,10
C002,TRK760,2023-07-30 06:00:00,2023-07-30 05:43:00,-17
C003,TRK314,2023-07-30 08:00:00,2023-07-30 08:42:00,42
C001,TRK442,2023-07-31 09:00:00,2023-07-31 09:34:00,34
C002,TRK144,2023-07-31 10:00:00,2023-07-31 11:26:00,86
C003,TRK650,2023-07-31 06:00:00,2023-07-31 05:43:00,-17
C001,TRK904,2023-08-01 07:00:00,2023-08-01 07:10:00,10
C002,TRK627,2023-08-01 06:00:00,2023-08-01 07:34:00,94
C003,TRK340,2023-08-01 06:00:00,2023-08-01 05:48:00,-12
C001,TRK706,2023-08-02 11:00:00,2023-08-02 12:23:00,83
C002,TRK529,2023-08-02 10:00:00,2023-08-02 10:53:00,53
C003,TRK335,2023-08-02 07:00:00,2023-08-02 07:53:00,53
C001,TRK433,2023-08-03 12:00:00,2023-08-03 11:58:00,-2
C002,TRK342,2023-08-03 07:00:00,2023-08-03 06:55:00,-5
C003,TRK990,2023-08-03 11:00:00,2023-08-03 12:15:00,75
C001,TRK325,2023-08-04 07:00:00,2023-08-04 08:06:00,66
C002,TRK699,2023-08-04 06:00:00,2023-08-04 07:30:00,90
C003,TRK546,2023-08-04 09:00:00,2023-08-04 08:43:00,-17
C001,TRK724,2023-08-05 07:00:00,2023-08-05 07:25:00,25
C002,TRK496,2023-08-05 09:00:00,2023-08-05 09:15:00,15
C003,TRK568,2023-08-05 08:00:00,2023-08-05 08:04:00,4
C001,TRK747,2023-08-06 11:00:00,2023-08-06 11:19:00,19
C002,TRK307,2023-08-06 08:00:00,2023-08-06 08:39:00,39
C003,TRK132,2023-08-06 08:00:00,2023-08-06 08:02:00,2
C001,TRK161,2023-08-07 11:00:00,2023-08-07 12:55:00,115
C002,TRK213,2023-08-07 08:00:00,2023-08-07 08:04:00,4
C003,TRK569,2023-08-07 12:00:00,2023-08-07 13:29:00,89
C001,TRK878,2023-08-08 09:00:00,2023-08-08 09:13:00,13
C002,TRK402,2023-08-08 08:00:00,2023-08-08 08:26:00,26
